Milliseconds,GyroX,GyroY,GyroZ
0,0.003194888178913738,0.029818956336528223,-0.005324813631522897
5.0761421319796955,0,0.03301384451544196,-0.005324813631522897
10.152284263959391,0.003194888178913738,0.03727369542066028,-0.008519701810436636
15.228426395939087,0.002129925452609159,0.04153354632587859,-0.009584664536741214
20.304568527918782,0.0010649627263045794,0.046858359957401494,-0.011714589989350373
25.380710659898476,0.002129925452609159,0.051118210862619806,-0.012779552715654952
30.456852791878173,0.004259850905218318,0.05324813631522897,-0.014909478168264111
35.53299492385787,0.004259850905218318,0.054313099041533544,-0.01597444089456869
40.609137055837564,0.005324813631522897,0.05324813631522897,-0.013844515441959531
45.68527918781726,0.002129925452609159,0.051118210862619806,-0.013844515441959531
50.76142131979695,0.002129925452609159,0.04898828541001065,-0.01597444089456869
55.83756345177665,0.003194888178913738,0.043663471778487756,-0.01703940362087327
60.91370558375635,0.002129925452609159,0.039403620873269436,-0.01703940362087327
65.98984771573605,0.0010649627263045794,0.0362087326943557,-0.01703940362087327
71.06598984771574,0.002129925452609159,0.03194888178913738,-0.01597444089456869
76.14213197969544,0,0.0308839190628328,-0.014909478168264111
81.21827411167513,0.0010649627263045794,0.0308839190628328,-0.014909478168264111
86.29441624365482,-0.0010649627263045794,0.0308839190628328,-0.011714589989350373
91.37055837563452,-0.002129925452609159,0.03194888178913738,-0.011714589989350373
96.44670050761421,-0.004259850905218318,0.03301384451544196,-0.010649627263045794
101.5228426395939,-0.006389776357827476,0.03301384451544196,-0.008519701810436636
106.59898477157361,-0.008519701810436636,0.03407880724174654,-0.009584664536741214
111.6751269035533,-0.011714589989350373,0.03514376996805112,-0.010649627263045794
116.751269035533,-0.012779552715654952,0.03301384451544196,-0.010649627263045794
121.8274111675127,-0.012779552715654952,0.029818956336528223,-0.012779552715654952
126.90355329949239,-0.010649627263045794,0.026624068157614485,-0.014909478168264111
131.9796954314721,-0.007454739084132056,0.024494142705005325,-0.01597444089456869
137.05583756345177,-0.005324813631522897,0.01810436634717785,-0.01810436634717785
142.13197969543148,-0.004259850905218318,0.012779552715654952,-0.019169329073482427
147.20812182741116,-0.003194888178913738,0.008519701810436636,-0.019169329073482427
152.28426395939087,0.0010649627263045794,0.002129925452609159,-0.01703940362087327
157.36040609137055,0.002129925452609159,-0.002129925452609159,-0.01810436634717785
162.43654822335026,0.005324813631522897,-0.004259850905218318,-0.02023429179978701
167.51269035532997,0.007454739084132056,-0.005324813631522897,-0.01810436634717785
172.58883248730965,0.008519701810436636,-0.005324813631522897,-0.01703940362087327
177.66497461928935,0.008519701810436636,-0.013844515441959531,-0.01597444089456869
182.74111675126903,0.009584664536741214,-0.01810436634717785,-0.01597444089456869
187.81725888324874,0.010649627263045794,-0.021299254526091587,-0.012779552715654952
192.89340101522842,0.009584664536741214,-0.021299254526091587,-0.010649627263045794
197.96954314720813,0.009584664536741214,-0.014909478168264111,-0.010649627263045794
203.0456852791878,0.013844515441959531,-0.006389776357827476,-0.008519701810436636
208.12182741116752,0.012779552715654952,-0.006389776357827476,-0.005324813631522897
213.19796954314722,0.008519701810436636,-0.021299254526091587,-0.005324813631522897
218.2741116751269,0.005324813631522897,-0.04153354632587859,-0.005324813631522897
223.3502538071066,0.002129925452609159,-0.051118210862619806,-0.0010649627263045794
228.4263959390863,0.004259850905218318,-0.05218317358892439,0.003194888178913738
233.502538071066,0,-0.046858359957401494,0.007454739084132056
238.57868020304568,-0.007454739084132056,-0.03514376996805112,0.012779552715654952
243.6548223350254,-0.010649627263045794,-0.011714589989350373,0.019169329073482427
248.7309644670051,-0.01810436634717785,0.026624068157614485,0.02023429179978701
253.80710659898477,-0.023429179978700747,0.07028753993610223,0.014909478168264111
258.88324873096445,-0.024494142705005325,0.10223642172523961,0.010649627263045794
263.9593908629442,-0.026624068157614485,0.11714589989350373,0.004259850905218318
269.03553299492387,-0.02875399361022364,0.10436634717784878,-0.002129925452609159
