Milliseconds,AcclX,AcclY,AcclZ
0,8.215827338129497,0.1079136690647482,5.26378896882494
5.0761421319796955,8.247002398081534,0.09832134292565947,5.23021582733813
10.152284263959391,8.227817745803357,0.14148681055155876,5.206235011990407
15.228426395939087,8.220623501199041,0.16786570743405277,5.2086330935251794
20.304568527918782,8.220623501199041,0.13908872901678657,5.242206235011991
25.380710659898476,8.218225419664268,0.13189448441247004,5.3117505995203835
30.456852791878173,8.235011990407674,0.14388489208633093,5.342925659472422
35.53299492385787,8.256594724220623,0.17026378896882494,5.374100719424461
40.609137055837564,8.268585131894485,0.1606714628297362,5.371702637889689
45.68527918781726,8.268585131894485,0.15587529976019185,5.402877697841727
50.76142131979695,8.235011990407674,0.17985611510791366,5.462829736211031
55.83756345177665,8.203836930455635,0.18705035971223022,5.4844124700239805
60.91370558375635,8.225419664268586,0.18465227817745802,5.479616306954436
65.98984771573605,8.256594724220623,0.2158273381294964,5.458033573141487
71.06598984771574,8.247002398081534,0.23741007194244604,5.4412470023980815
76.14213197969544,8.258992805755396,0.2182254196642686,5.419664268585132
81.21827411167513,8.215827338129497,0.2278177458033573,5.386091127098322
86.29441624365482,8.19664268585132,0.20623501199040767,5.39568345323741
91.37055837563452,8.177458033573142,0.2182254196642686,5.419664268585132
96.44670050761421,8.223021582733812,0.2038369304556355,5.422062350119904
101.5228426395939,8.237410071942445,0.18465227817745802,5.424460431654676
106.59898477157361,8.249400479616307,0.17985611510791366,5.448441247002398
111.6751269035533,8.232613908872901,0.1606714628297362,5.489208633093525
116.751269035533,8.261390887290167,0.15347721822541965,5.525179856115108
121.8274111675127,8.239808153477219,0.17266187050359713,5.5299760191846525
126.90355329949239,8.215827338129497,0.1630695443645084,5.563549160671463
131.9796954314721,8.220623501199041,0.17985611510791366,5.599520383693045
137.05583756345177,8.225419664268586,0.2038369304556355,5.60431654676259
142.13197969543148,8.256594724220623,0.19664268585131894,5.613908872901678
147.20812182741116,8.26378896882494,0.2302158273381295,5.553956834532374
152.28426395939087,8.270983213429256,0.23261390887290168,5.575539568345324
157.36040609137055,8.24220623501199,0.24940047961630696,5.556354916067146
162.43654822335026,8.211031175059953,0.2685851318944844,5.551558752997602
167.51269035532997,8.215827338129497,0.2565947242206235,5.546762589928058
172.58883248730965,8.206235011990408,0.2517985611510791,5.541966426858513
177.66497461928935,8.211031175059953,0.2709832134292566,5.510791366906475
182.74111675126903,8.215827338129497,0.27817745803357313,5.513189448441247
187.81725888324874,8.223021582733812,0.2709832134292566,5.446043165467626
192.89340101522842,8.237410071942445,0.2829736211031175,5.386091127098322
197.96954314720813,8.285371702637889,0.3117505995203837,5.369304556354916
203.0456852791878,8.227817745803357,0.2733812949640288,5.438848920863309
208.12182741116752,8.079136690647482,0.26618705035971224,5.54916067146283
213.19796954314722,8.071942446043165,0.2637889688249401,5.577937649880096
218.2741116751269,8.134292565947241,0.290167865707434,5.486810551558753
223.3502538071066,8.179856115107913,0.2997601918465228,5.330935251798561
228.4263959390863,8.151079136690647,0.31414868105515587,5.160671462829736
233.502538071066,8.062350119904076,0.30935251798561153,4.976019184652278
238.57868020304568,8.03357314148681,0.2733812949640288,4.779376498800959
243.6548223350254,8.146282973621103,0.18944844124700239,4.6594724220623505
248.7309644670051,8.270983213429256,0.07434052757793765,4.671462829736211
253.80710659898477,8.311750599520384,0.023980815347721823,4.844124700239808
258.88324873096445,8.290167865707435,0.023980815347721823,5.172661870503597
263.9593908629442,8.266187050359711,0,5.556354916067146
269.03553299492387,8.280575539568344,-0.03357314148681055,5.877697841726619
274.11167512690355,8.292565947242206,-0.06474820143884892,6.0215827338129495
279.18781725888323,8.309352517985612,-0.019184652278177457,6.031175059952038
284.26395939086296,8.287769784172662,0.026378896882494004,5.880095923261391
289.34010152284264,8.302158273381295,0.06474820143884892,5.690647482014389
294.4162436548223,8.278177458033573,0.09592326139088729,5.5011990407673865
299.49238578680206,8.251798561151078,0.13908872901678657,5.335731414868105
304.56852791878174,8.189448441247002,0.22302158273381295,5.270983213429257
309.6446700507614,8.124700239808153,0.2997601918465228,5.242206235011991
314.7208121827411,8.117505995203837,0.33573141486810554,5.258992805755396
319.79695431472084,8.107913669064748,0.40047961630695444,5.2541966426858515
324.8730964467005,8.129496402877697,0.44364508393285373,5.261390887290168
329.9492385786802,8.141486810551559,0.44844124700239807,5.292565947242206
335.02538071065993,8.151079136690647,0.44844124700239807,5.290167865707434
340.1015228426396,8.167865707434053,0.4316546762589928,5.309352517985611
